concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
2000001199,"Glucose, CSF|Cerebrospinal Fluid|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51788,1970-01-01,2099-12-31,
2000001200,"Total Protein, CSF|Cerebrospinal Fluid|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51800,1970-01-01,2099-12-31,
2000001201,C. diff PCR|Other Body Fluid|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51841,1970-01-01,2099-12-31,
2000001202,Influenza A by PCR|Other Body Fluid|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51858,1970-01-01,2099-12-31,
2000001203,Influenza A by PCR|Other Body Fluid|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51859,1970-01-01,2099-12-31,
2000001204,Influenza B by PCR|Other Body Fluid|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51866,1970-01-01,2099-12-31,
2000001205,Influenza B by PCR|Other Body Fluid|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51867,1970-01-01,2099-12-31,
2000001206,C. diff PCR|Stool|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51928,1970-01-01,2099-12-31,
2000001207,Blood|Urine|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51962,1970-01-01,2099-12-31,
2000001208,Glucose|Urine|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51976,1970-01-01,2099-12-31,
2000001209,Oxycodone|Urine|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51984,1970-01-01,2099-12-31,
2000001210,Estimated GFR (MDRD equation)|Blood|Blood Gas,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52021,1970-01-01,2099-12-31,
2000001211,Base Excess|Fluid|Blood Gas,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52033,1970-01-01,2099-12-31,
2000001212,pCO2|Fluid|Blood Gas,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52035,1970-01-01,2099-12-31,
2000001213,pH|Fluid|Blood Gas,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52036,1970-01-01,2099-12-31,
2000001214,pO2|Fluid|Blood Gas,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52037,1970-01-01,2099-12-31,
2000001215,"Osmolality, Urine|Urine|Blood Gas",Measurement,mimiciv_meas_lab_loinc,Lab Test,,52039,1970-01-01,2099-12-31,
2000001216,"Total Nucleated Cells, Ascites|Ascites|Hematology",Measurement,mimiciv_meas_lab_loinc,Lab Test,,52060,1970-01-01,2099-12-31,
2000001217,Immature Granulocytes|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52130,1970-01-01,2099-12-31,
2000001218,NRBC|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52146,1970-01-01,2099-12-31,
2000001219,RBC Morphology|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52166,1970-01-01,2099-12-31,
2000001220,RDW-SD|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52167,1970-01-01,2099-12-31,
2000001221,Bands|Cerebrospinal Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52218,1970-01-01,2099-12-31,
2000001222,Blasts|Cerebrospinal Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52222,1970-01-01,2099-12-31,
2000001223,Eosinophils|Cerebrospinal Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52251,1970-01-01,2099-12-31,
2000001224,Macrophage|Cerebrospinal Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52261,1970-01-01,2099-12-31,
2000001225,Metamyelocytes|Cerebrospinal Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52265,1970-01-01,2099-12-31,
2000001226,Monocytes|Cerebrospinal Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52267,1970-01-01,2099-12-31,
2000001227,Myelocytes|Cerebrospinal Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52269,1970-01-01,2099-12-31,
2000001228,NRBC|Cerebrospinal Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52271,1970-01-01,2099-12-31,
2000001229,Other|Cerebrospinal Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52273,1970-01-01,2099-12-31,
2000001230,"RBC, CSF|Cerebrospinal Fluid|Hematology",Measurement,mimiciv_meas_lab_loinc,Lab Test,,52280,1970-01-01,2099-12-31,
2000001231,"Total Nucleated Cells, CSF|Cerebrospinal Fluid|Hematology",Measurement,mimiciv_meas_lab_loinc,Lab Test,,52281,1970-01-01,2099-12-31,
2000001232,Blasts|Joint Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52289,1970-01-01,2099-12-31,
2000001233,Myelocytes|Joint Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52300,1970-01-01,2099-12-31,
2000001234,TdT|Bone Marrow|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52330,1970-01-01,2099-12-31,
2000001235,Blasts|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52334,1970-01-01,2099-12-31,
2000001236,CD55|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52340,1970-01-01,2099-12-31,
2000001237,CD59|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52341,1970-01-01,2099-12-31,
2000001238,TdT|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52368,1970-01-01,2099-12-31,
2000001239,"Total Nucleated Cells, Pleural|Pleural|Hematology",Measurement,mimiciv_meas_lab_loinc,Lab Test,,52386,1970-01-01,2099-12-31,
2000001240,"Chloride, Whole Blood|Blood|Blood Gas",Measurement,mimiciv_meas_lab_loinc,Lab Test,,52429,1970-01-01,2099-12-31,
2000001241,Lactate|Blood|Blood Gas,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52437,1970-01-01,2099-12-31,
2000001242,"Potassium, Whole Blood|Blood|Blood Gas",Measurement,mimiciv_meas_lab_loinc,Lab Test,,52447,1970-01-01,2099-12-31,
2000001243,"Sodium, Whole Blood|Blood|Blood Gas",Measurement,mimiciv_meas_lab_loinc,Lab Test,,52450,1970-01-01,2099-12-31,
2000001244,D-Dimer|Blood|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52546,1970-01-01,2099-12-31,
2000001245,Glucose|Blood|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52564,1970-01-01,2099-12-31,
2000001246,"Albumin, Urine|Urine|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,52698,1970-01-01,2099-12-31,
2000001247,"HCG, Urine, Qualitative|Urine|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,52715,1970-01-01,2099-12-31,
2000001248,pH|Urine|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52725,1970-01-01,2099-12-31,
2000001249,Absolute Lymphocyte Count|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,52764,1970-01-01,2099-12-31,
2000001250,NRBC|Joint Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,53007,1970-01-01,2099-12-31,
2000001251,NRBC|Pleural|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,53078,1970-01-01,2099-12-31,
