concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
2000026223,PROBABLE MICROCOCCUS SPECIES,Observation,mimiciv_micro_organism,Organism,,80241,1970-01-01,2099-12-31,
2000026224,RESEMBLING MICROCOCCUS/STOMATOCOCCUS SPECIES,Observation,mimiciv_micro_organism,Organism,,80242,1970-01-01,2099-12-31,
2000026225,PORPHYROMONAS SPECIES,Observation,mimiciv_micro_organism,Organism,,80243,1970-01-01,2099-12-31,
2000026226,PREVOTELLA SPECIES,Observation,mimiciv_micro_organism,Organism,,80244,1970-01-01,2099-12-31,
2000026227,FUSOBACTERIUM SPECIES,Observation,mimiciv_micro_organism,Organism,,80245,1970-01-01,2099-12-31,
2000026228,PRESUMPTIVE MORAXELLA CATARRHALIS,Observation,mimiciv_micro_organism,Organism,,80246,1970-01-01,2099-12-31,
2000026229,CITROBACTER FREUNDII COMPLEX,Observation,mimiciv_micro_organism,Organism,,80248,1970-01-01,2099-12-31,
2000026230,FEW BLASTOCYSTIS HOMINIS,Observation,mimiciv_micro_organism,Organism,,80249,1970-01-01,2099-12-31,
2000026231,MODERATE BLASTOCYSTIS HOMINIS,Observation,mimiciv_micro_organism,Organism,,80250,1970-01-01,2099-12-31,
2000026232,MANY BLASTOCYSTIS HOMINIS,Observation,mimiciv_micro_organism,Organism,,80251,1970-01-01,2099-12-31,
2000026233,ALCALIGENES XYLOSOXIDANS,Observation,mimiciv_micro_organism,Organism,,80252,1970-01-01,2099-12-31,
2000026234,"YEAST, PRESUMPTIVELY NOT C. ALBICANS",Observation,mimiciv_micro_organism,Organism,,80253,1970-01-01,2099-12-31,
2000026235,"CANDIDA ALBICANS, PRESUMPTIVE IDENTIFICATION",Observation,mimiciv_micro_organism,Organism,,80254,1970-01-01,2099-12-31,
2000026236,"STAPHYLOCOCCUS SAPROPHYTICUS, PRESUMPTIVE IDENTIFICATION",Observation,mimiciv_micro_organism,Organism,,80255,1970-01-01,2099-12-31,
2000026237,HAEMOPHILUS SPECIES NOT INFLUENZAE,Observation,mimiciv_micro_organism,Organism,,80256,1970-01-01,2099-12-31,
2000026238,POSITIVE FOR INFLUENZA B VIRAL ANTIGEN,Observation,mimiciv_micro_organism,Organism,,80257,1970-01-01,2099-12-31,
2000026239,MICROSPORIDIUM SPECIES SEEN,Observation,mimiciv_micro_organism,Organism,,80258,1970-01-01,2099-12-31,
2000026240,POSITIVE FOR M. TUBERCULOSIS BY MTD,Observation,mimiciv_micro_organism,Organism,,80259,1970-01-01,2099-12-31,
2000026241,POSITIVE FOR PNEUMOCYSTIS CARINII,Observation,mimiciv_micro_organism,Organism,,80260,1970-01-01,2099-12-31,
2000026242,POSITIVE FOR UREAPLASMA UREALYTICUM,Observation,mimiciv_micro_organism,Organism,,80261,1970-01-01,2099-12-31,
2000026243,"STAPHYLOCOCCUS, COAGULASE NEGATIVE, PRESUMPTIVELY NOT S. SAPROPHYTICUS",Observation,mimiciv_micro_organism,Organism,,80262,1970-01-01,2099-12-31,
2000026244,ORGANISM,Observation,mimiciv_micro_organism,Organism,,80263,1970-01-01,2099-12-31,
2000026245,ACTINOMYCETE,Observation,mimiciv_micro_organism,Organism,,80264,1970-01-01,2099-12-31,
2000026246,PANTOEA (ENTEROBACTER) AGGLOMERANS,Observation,mimiciv_micro_organism,Organism,,80266,1970-01-01,2099-12-31,
2000026247,CRYPTOSPORIDIUM PARVUM OOCYSTS SEEN,Observation,mimiciv_micro_organism,Organism,,80267,1970-01-01,2099-12-31,
2000026248,PITHOMYCES SP.,Observation,mimiciv_micro_organism,Organism,,80268,1970-01-01,2099-12-31,
2000026249,CANDIDA DUBLINIENSIS,Observation,mimiciv_micro_organism,Organism,,80270,1970-01-01,2099-12-31,
2000026250,STREPTOCOCCUS ORALIS,Observation,mimiciv_micro_organism,Organism,,80271,1970-01-01,2099-12-31,
2000026251,STREPTOCOCCUS VESTIBULARIS,Observation,mimiciv_micro_organism,Organism,,80272,1970-01-01,2099-12-31,
2000026252,"MORAXELLA CATARRHALIS, PRESUMPTIVE IDENTIFICATION",Observation,mimiciv_micro_organism,Organism,,80273,1970-01-01,2099-12-31,
2000026253,NO GROWTH,Observation,mimiciv_micro_organism,Organism,,80274,1970-01-01,2099-12-31,
2000026254,TRICHOSPORON ASAHII,Observation,mimiciv_micro_organism,Organism,,80275,1970-01-01,2099-12-31,
2000026255,RALSTONIA PICKETTII,Observation,mimiciv_micro_organism,Organism,,80276,1970-01-01,2099-12-31,
2000026256,CDC GROUP IIB,Observation,mimiciv_micro_organism,Organism,,80277,1970-01-01,2099-12-31,
2000026257,DEMATIACEOUS MOLD,Observation,mimiciv_micro_organism,Organism,,80278,1970-01-01,2099-12-31,
2000026258,STREPTOCOCCUS MILLERI GROUP,Observation,mimiciv_micro_organism,Organism,,80279,1970-01-01,2099-12-31,
2000026259,VIRIDANS STREPTOCOCCI,Observation,mimiciv_micro_organism,Organism,,80280,1970-01-01,2099-12-31,
2000026260,BACILLUS SPECIES; NOT ANTHRACIS,Observation,mimiciv_micro_organism,Organism,,80281,1970-01-01,2099-12-31,
2000026261,FONSECAEA PEDROSOI,Observation,mimiciv_micro_organism,Organism,,80282,1970-01-01,2099-12-31,
2000026262,ZYGOMYCETES,Observation,mimiciv_micro_organism,Organism,,80283,1970-01-01,2099-12-31,
2000026263,ACHROMOBACTER (ALCALIGENES) XYLOSOXIDANS SS DENTRIFICANS,Observation,mimiciv_micro_organism,Organism,,80284,1970-01-01,2099-12-31,
2000026264,CANDIDA KEFYR,Observation,mimiciv_micro_organism,Organism,,80285,1970-01-01,2099-12-31,
2000026265,GORDONIA SPECIES,Observation,mimiciv_micro_organism,Organism,,80286,1970-01-01,2099-12-31,
2000026266,GEOTRICHUM CAPITATUM,Observation,mimiciv_micro_organism,Organism,,80287,1970-01-01,2099-12-31,
2000026267,CANDIDA KRUSEI / CANDIDA INCONSPICUA,Observation,mimiciv_micro_organism,Organism,,80288,1970-01-01,2099-12-31,
2000026268,MORAXELLA CATARRHALIS,Observation,mimiciv_micro_organism,Organism,,80289,1970-01-01,2099-12-31,
2000026269,SHEWANELLA SPECIES,Observation,mimiciv_micro_organism,Organism,,80290,1970-01-01,2099-12-31,
2000026270,"NEISSERIA SPECIES, NOT GONORRHOEAE",Observation,mimiciv_micro_organism,Organism,,80292,1970-01-01,2099-12-31,
2000026271,POSITIVE FOR METHICILLIN RESISTANT STAPH AUREUS,Observation,mimiciv_micro_organism,Organism,,80293,1970-01-01,2099-12-31,
2000026272,BURKHOLDERIA CEPACIA GROUP,Observation,mimiciv_micro_organism,Organism,,80294,1970-01-01,2099-12-31,
2000026273,PRESUMPTIVE GARDNERELLA VAGINALIS,Observation,mimiciv_micro_organism,Organism,,80295,1970-01-01,2099-12-31,
2000026274,ENTEROCOCCUS MUNDTII,Observation,mimiciv_micro_organism,Organism,,80296,1970-01-01,2099-12-31,
2000026275,ASPERGILLUS USTUS,Observation,mimiciv_micro_organism,Organism,,80297,1970-01-01,2099-12-31,
2000026276,GEMELLA SPECIES,Observation,mimiciv_micro_organism,Organism,,80298,1970-01-01,2099-12-31,
2000026277,MYCOPLASMA HOMINIS,Observation,mimiciv_micro_organism,Organism,,80299,1970-01-01,2099-12-31,
2000026278,POSITIVE FOR PNEUMOCYSTIS JIROVECII (CARINII),Observation,mimiciv_micro_organism,Organism,,80300,1970-01-01,2099-12-31,
2000026279,CHRYSEOBACTERIUM MENINGOSEPTICUM,Observation,mimiciv_micro_organism,Organism,,80301,1970-01-01,2099-12-31,
2000026280,PANTOEA SPECIES,Observation,mimiciv_micro_organism,Organism,,80302,1970-01-01,2099-12-31,
2000026281,ABIOTROPHIA/GRANULICATELLA SPECIES,Observation,mimiciv_micro_organism,Organism,,80303,1970-01-01,2099-12-31,
2000026282,ACINETOBACTER BAUMANNII COMPLEX,Observation,mimiciv_micro_organism,Organism,,80304,1970-01-01,2099-12-31,
2000026283,PSEUDOMONAS LUTEOLA,Observation,mimiciv_micro_organism,Organism,,80305,1970-01-01,2099-12-31,
2000026284,MICROCOCCUS/STOMATOCOCCUS SPECIES,Observation,mimiciv_micro_organism,Organism,,80306,1970-01-01,2099-12-31,
2000026285,LEPTOTRICHIA TREVISANII,Observation,mimiciv_micro_organism,Organism,,80307,1970-01-01,2099-12-31,
2000026286,POSITIVE FOR CYTOMEGALOVIRUS,Observation,mimiciv_micro_organism,Organism,,80308,1970-01-01,2099-12-31,
2000026287,POSITIVE FOR VARICELLA ZOSTER,Observation,mimiciv_micro_organism,Organism,,80309,1970-01-01,2099-12-31,
2000026288,POSITIVE FOR HERPES SIMPLEX TYPE 1 (HSV1),Observation,mimiciv_micro_organism,Organism,,80310,1970-01-01,2099-12-31,
2000026289,POSITIVE FOR HERPES SIMPLEX TYPE 2 (HSV2),Observation,mimiciv_micro_organism,Organism,,80311,1970-01-01,2099-12-31,
2000026290,PSEUDOMONAS PUTIDA/FLUORESCENS,Observation,mimiciv_micro_organism,Organism,,80312,1970-01-01,2099-12-31,
2000026291,SALMONELLA SPECIES,Observation,mimiciv_micro_organism,Organism,,90282,1970-01-01,2099-12-31,
2000026292,SPHINGOMONAS PAUCIMOBILIS,Observation,mimiciv_micro_organism,Organism,,90292,1970-01-01,2099-12-31,
2000026293,ALCALIGENES SPECIES,Observation,mimiciv_micro_organism,Organism,,90293,1970-01-01,2099-12-31,
2000026294,PLESIOMONAS SHIGELLOIDES,Observation,mimiciv_micro_organism,Organism,,90294,1970-01-01,2099-12-31,
2000026295,PASTEURELLA SPECIES,Observation,mimiciv_micro_organism,Organism,,90298,1970-01-01,2099-12-31,
2000026296,PLESIOMONAS SHIGELLOIDES,Observation,mimiciv_micro_organism,Organism,,90303,1970-01-01,2099-12-31,
2000026297,BETA STREPTOCOCCUS GROUP A,Observation,mimiciv_micro_organism,Organism,,90311,1970-01-01,2099-12-31,
2000026298,CRYPTOCOCCUS SPECIES,Observation,mimiciv_micro_organism,Organism,,90315,1970-01-01,2099-12-31,
2000026299,MYCOPLASMA SPECIES,Observation,mimiciv_micro_organism,Organism,,90322,1970-01-01,2099-12-31,
2000026300,PSEUDOMONAS STUTZERI,Observation,mimiciv_micro_organism,Organism,,90324,1970-01-01,2099-12-31,
2000026301,MYCOBACTERIUM KANSASII,Observation,mimiciv_micro_organism,Organism,,90333,1970-01-01,2099-12-31,
2000026302,CANDIDA TROPICALIS,Observation,mimiciv_micro_organism,Organism,,90338,1970-01-01,2099-12-31,
2000026303,GEOTRICHIUM SPECIES,Observation,mimiciv_micro_organism,Organism,,90340,1970-01-01,2099-12-31,
2000026304,STREPTOCOCCUS MUTANS,Observation,mimiciv_micro_organism,Organism,,90350,1970-01-01,2099-12-31,
2000026305,NEISSERIA SUBFLAVA,Observation,mimiciv_micro_organism,Organism,,90359,1970-01-01,2099-12-31,
2000026306,CLOSTRIDIUM TERTIUM,Observation,mimiciv_micro_organism,Organism,,90374,1970-01-01,2099-12-31,
2000026307,MYCOPLASMA HOMINIS,Observation,mimiciv_micro_organism,Organism,,90395,1970-01-01,2099-12-31,
2000026308,TAENIA SP.,Observation,mimiciv_micro_organism,Organism,,90420,1970-01-01,2099-12-31,
2000026309,SALMONELLA DUBLIN,Observation,mimiciv_micro_organism,Organism,,90430,1970-01-01,2099-12-31,
2000026310,"LEGIONELLA PNEUMOPHILA, GROUP 1",Observation,mimiciv_micro_organism,Organism,,90431,1970-01-01,2099-12-31,
2000026311,PROTEUS PENNERI,Observation,mimiciv_micro_organism,Organism,,90454,1970-01-01,2099-12-31,
2000026312,LECLERCIA ADECARBOXYLATA,Observation,mimiciv_micro_organism,Organism,,90456,1970-01-01,2099-12-31,
2000026313,ALCALIGENES FAECALIS,Observation,mimiciv_micro_organism,Organism,,90472,1970-01-01,2099-12-31,
2000026314,ACHROMOBACTER (ALCALIGENES) DENTRIFICANS,Observation,mimiciv_micro_organism,Organism,,90487,1970-01-01,2099-12-31,
2000026315,ASPERGILLUS TERREUS,Observation,mimiciv_micro_organism,Organism,,90494,1970-01-01,2099-12-31,
2000026316,LACTOCOCCUS SPECIES,Observation,mimiciv_micro_organism,Organism,,90515,1970-01-01,2099-12-31,
2000026317,ENTEROCOCCUS RAFFINOSUS,Observation,mimiciv_micro_organism,Organism,,90518,1970-01-01,2099-12-31,
2000026318,PSEUDOMONAS FLUORESCENS,Observation,mimiciv_micro_organism,Organism,,90530,1970-01-01,2099-12-31,
2000026319,ESCHERICHIA COLI O157:H7,Observation,mimiciv_micro_organism,Organism,,90536,1970-01-01,2099-12-31,
2000026320,MALASSEZIA SPECIES,Observation,mimiciv_micro_organism,Organism,,90550,1970-01-01,2099-12-31,
2000026321,TICK CONSISTENT WITH IXODES SPECIES,Observation,mimiciv_micro_organism,Organism,,90620,1970-01-01,2099-12-31,
2000026322,LEGIONELLA SPECIES,Observation,mimiciv_micro_organism,Organism,,90627,1970-01-01,2099-12-31,
2000026323,INFLUENZA A VIRUS,Observation,mimiciv_micro_organism,Organism,,90631,1970-01-01,2099-12-31,
2000026324,MYCOBACTERIUM ABSCESSUS,Observation,mimiciv_micro_organism,Organism,,90641,1970-01-01,2099-12-31,
2000026325,GIARDIA LAMBLIA SEEN,Observation,mimiciv_micro_organism,Organism,,90644,1970-01-01,2099-12-31,
2000026326,SCOPULARIOPSIS BREVICAULIS,Observation,mimiciv_micro_organism,Organism,,90650,1970-01-01,2099-12-31,
2000026327,STEMPHYLIUM SP.,Observation,mimiciv_micro_organism,Organism,,90671,1970-01-01,2099-12-31,
2000026328,STAPHYLOCOCCUS HAEMOLYTICUS,Observation,mimiciv_micro_organism,Organism,,90679,1970-01-01,2099-12-31,
2000026329,PROTEUS VULGARIS GROUP,Observation,mimiciv_micro_organism,Organism,,90683,1970-01-01,2099-12-31,
2000026330,BEAUVERIA BASSIANA,Observation,mimiciv_micro_organism,Organism,,90693,1970-01-01,2099-12-31,
2000026331,CHRYSEOBACTERIUM INDOLOGENES,Observation,mimiciv_micro_organism,Organism,,90709,1970-01-01,2099-12-31,
2000026332,AEROMONAS HYDROPHILA COMPLEX,Observation,mimiciv_micro_organism,Organism,,90711,1970-01-01,2099-12-31,
2000026333,AEROCOCCUS SPECIES,Observation,mimiciv_micro_organism,Organism,,90718,1970-01-01,2099-12-31,
2000026334,POSITIVE FOR PARAINFLUENZA TYPE 1,Observation,mimiciv_micro_organism,Organism,,90721,1970-01-01,2099-12-31,
2000026335,POSITIVE FOR PARAINFLUENZA TYPE 3,Observation,mimiciv_micro_organism,Organism,,90723,1970-01-01,2099-12-31,
2000026336,POSITIVE FOR ADENOVIRUS,Observation,mimiciv_micro_organism,Organism,,90724,1970-01-01,2099-12-31,
2000026337,POSITIVE FOR RESPIRATORY SYNCYTIAL VIRUS (RSV),Observation,mimiciv_micro_organism,Organism,,90725,1970-01-01,2099-12-31,
2000026338,POSITIVE FOR PARAINFLUENZA VIRUS,Observation,mimiciv_micro_organism,Organism,,90726,1970-01-01,2099-12-31,
2000026339,POSITIVE FOR HERPES SIMPLEX (HSV),Observation,mimiciv_micro_organism,Organism,,90727,1970-01-01,2099-12-31,
2000026340,ALCALIGENES SPECIES,Observation,mimiciv_micro_organism,Organism,,90737,1970-01-01,2099-12-31,
2000026341,ELIZABETHKINGIA (CHRYSEOBACTERIUM) MENIGOSEPTICA,Observation,mimiciv_micro_organism,Organism,,90738,1970-01-01,2099-12-31,
2000026342,LACTOCOCCUS SPECIES,Observation,mimiciv_micro_organism,Organism,,90740,1970-01-01,2099-12-31,
2000026343,STAPHYLOCOCCUS CAPITIS,Observation,mimiciv_micro_organism,Organism,,90742,1970-01-01,2099-12-31,
2000026344,STAPHYLOCOCCUS HOMINIS,Observation,mimiciv_micro_organism,Organism,,90744,1970-01-01,2099-12-31,
2000026345,STAPHYLOCOCCUS WARNERI,Observation,mimiciv_micro_organism,Organism,,90746,1970-01-01,2099-12-31,
2000026346,STREPTOCOCCUS MITIS/ORALIS,Observation,mimiciv_micro_organism,Organism,,90747,1970-01-01,2099-12-31,
2000026347,STREPTOCOCCUS INFANTARIUS SSP. COLI (STREPTOCOCCUS BOVIS),Observation,mimiciv_micro_organism,Organism,,90748,1970-01-01,2099-12-31,
2000026348,MALASSEZIA PACHYDERMATIS,Observation,mimiciv_micro_organism,Organism,,90752,1970-01-01,2099-12-31,
2000026349,PASTEURELLA SPECIES,Observation,mimiciv_micro_organism,Organism,,90754,1970-01-01,2099-12-31,
2000026350,STREPTOCOCCUS GALLOLYTICUS SSP. PASTEURIANUS (STREPTOCOCCUS BOVIS),Observation,mimiciv_micro_organism,Organism,,90755,1970-01-01,2099-12-31,
2000026351,RAOULTELLA ORNITHINOLYTICA,Observation,mimiciv_micro_organism,Organism,,90759,1970-01-01,2099-12-31,
2000026352,CANCELLED,Observation,mimiciv_micro_organism,Organism,,90760,1970-01-01,2099-12-31,
2000026353,ENTEROBACTER CLOACAE COMPLEX,Observation,mimiciv_micro_organism,Organism,,90763,1970-01-01,2099-12-31,
2000026354,DOLOSIGRANULUM PIGRUM,Observation,mimiciv_micro_organism,Organism,,90765,1970-01-01,2099-12-31,
2000026355,SLACKIA EXIGUA,Observation,mimiciv_micro_organism,Organism,,90766,1970-01-01,2099-12-31,
2000026356,NOCARDIA FARCINICA,Observation,mimiciv_micro_organism,Organism,,90769,1970-01-01,2099-12-31,
2000026357,ACHROMOBACTER SPECIES,Observation,mimiciv_micro_organism,Organism,,90778,1970-01-01,2099-12-31,
2000026358,MIXED BACTERIAL FLORA,Observation,mimiciv_micro_organism,Organism,,90785,1970-01-01,2099-12-31,
2000026359,ACHROMOBACTER SP.,Observation,mimiciv_micro_organism,Organism,,90807,1970-01-01,2099-12-31,
2000026360,STAPHYLOCOCCUS PSEUDINTERMEDIUS,Observation,mimiciv_micro_organism,Organism,,90809,1970-01-01,2099-12-31,
2000026361,AEROCOCCUS URINAE,Observation,mimiciv_micro_organism,Organism,,90812,1970-01-01,2099-12-31,
2000026362,RAOULTELLA PLANTICOLA,Observation,mimiciv_micro_organism,Organism,,90815,1970-01-01,2099-12-31,
2000026363,STREPTOCOCCUS GORDONII,Observation,mimiciv_micro_organism,Organism,,90830,1970-01-01,2099-12-31,
2000026364,PROTEUS HAUSERI,Observation,mimiciv_micro_organism,Organism,,90837,1970-01-01,2099-12-31,
